Date;DL;UL;Ping
2018-03-22 20:30:04;16.48;12.36;48.999
2018-03-22 20:40:02;10.43;12.37;49.401
2018-03-22 20:49:59;10.15;12.38;59.377
2018-03-22 20:59:57;8.72;12.03;34.213
2018-03-22 21:09:58;12.93;12.16;52.791
2018-03-22 21:19:59;12.57;12.03;41.111
2018-03-22 21:30:00;8.73;12.05;66.574
2018-03-22 21:40:01;9.78;12.26;42.108
2018-03-22 21:50:03;7.57;11.98;52.745
2018-03-22 21:51:02;8.29;11.91;45.423
2018-03-22 22:01:03;9.17;12.16;35.078
2018-03-22 22:11:04;8.86;12.17;84.894
2018-03-22 22:21:00;11.58;12.16;57.335
2018-03-22 22:31:00;13.16;12.12;53.16
2018-03-22 22:40:59;11.7;11.8;57.223
2018-03-22 22:50:57;11.12;12.14;39.342
2018-03-22 23:00:56;10.69;9.78;37.581
2018-03-22 23:10:56;12.25;11.8;40.757
2018-03-22 23:20:58;15.43;12.51;50.361
2018-03-22 23:30:51;16.47;12.15;28.134
2018-03-22 23:40:53;22.85;12.37;31.798
2018-03-22 23:50:48;24.67;12.36;35.202
2018-03-23 00:00:47;71.63;12.19;20.094
2018-03-23 00:10:45;124.74;12.23;19.885
2018-03-23 00:20:45;49.8;12.37;35.593
2018-03-23 00:30:42;106.96;12.4;22.016
2018-03-23 00:40:45;87.42;12.4;26.662
2018-03-23 00:50:41;109.99;12.47;26.876
2018-03-23 01:00:44;111.48;12.27;37.873
2018-03-23 01:10:38;185.64;11.94;16.581
2018-03-23 01:20:37;187.2;12.15;16.113
2018-03-23 01:30:38;189.2;12.29;22.906
2018-03-23 01:40:34;163.25;12.45;18.994
2018-03-23 01:50:34;193.06;11.99;25.529
2018-03-23 02:00:33;119.55;7.95;19.46
2018-03-23 02:10:30;185.26;12.34;18.286
2018-03-23 02:20:30;179.76;12.27;20.411
2018-03-23 02:30:27;87.27;12.56;17.851
2018-03-23 02:40:55;196.59;12.42;17.32
2018-03-23 02:50:54;196.77;12.63;17.849
2018-03-23 03:00:23;188.51;11.45;18.847
2018-03-23 03:10:21;187.53;12.4;18.117
2018-03-23 03:20:20;191.49;11.66;19.466
2018-03-23 03:30:19;181.16;11.04;16.532
2018-03-23 03:40:17;184.09;11.7;19.246
2018-03-23 03:50:16;191.14;11.48;18.725
2018-03-23 04:00:15;196.1;12.21;16.737
2018-03-23 04:10:15;196.21;12.36;19.61
2018-03-23 04:20:14;194.45;11.9;18.473
2018-03-23 04:30:12;192.42;9.78;16.707
2018-03-23 04:40:11;189.64;12.24;18.88
2018-03-23 04:50:09;176.15;12.04;17.931
2018-03-23 05:00:08;195.59;12.33;18.53
2018-03-23 05:10:07;195.89;12.25;19.192
2018-03-23 05:20:10;194.43;11.65;17.25
2018-03-23 05:30:04;194.01;10.48;16.189
2018-03-23 05:40:03;191.33;12.42;19.545
2018-03-23 05:50:02;190.41;12.27;17.039
2018-03-23 06:00:00;186.98;12.3;17.436
2018-03-23 06:09:59;198.13;12.16;16.689
2018-03-23 06:20:02;188.73;12.16;16.641
2018-03-23 06:29:55;195.41;12.43;18.584
2018-03-23 06:39:57;195.23;12.03;17.6
2018-03-23 06:49:53;189.08;12.32;18.5
2018-03-23 06:59:52;182.61;12.24;20.107
2018-03-23 07:09:50;192.64;11.77;16.394
2018-03-23 07:19:50;196.48;12.22;19.425
2018-03-23 07:29:48;193.76;12.36;20.723
2018-03-23 07:39:48;192.72;12.27;15.128
2018-03-23 07:49:44;189.32;12.17;16.635
2018-03-23 07:59:43;191.11;12.3;21.075
2018-03-23 08:09:41;190.69;12.34;17.939
2018-03-23 08:19:40;196.46;11.87;18.709
2018-03-23 08:29:38;190.07;12.28;21.312
2018-03-23 08:39:37;197.43;12.24;19.612
2018-03-23 08:49:36;184.63;12.21;18.116
2018-03-23 08:59:34;192.4;12.25;19.708
2018-03-23 09:09:35;186.71;12.56;20.865
2018-03-23 09:19:37;184.71;12.29;18.756
2018-03-23 09:29:37;170.22;12.24;18.422
2018-03-23 09:39:38;175.06;12.4;20.584
2018-03-23 09:49:37;178.67;12.55;20.344
2018-03-23 09:59:35;191.94;12.38;18.351
2018-03-23 10:09:33;176.93;12.29;18.658
2018-03-23 10:19:32;193.33;12.12;21.294
2018-03-23 10:29:30;192.88;12.23;19.096
2018-03-23 10:39:28;191.96;12.04;17.786
2018-03-23 10:49:27;187.81;11.99;17.761
2018-03-23 10:59:24;182.08;12.2;20.007
2018-03-23 11:09:22;187.84;12.47;18.795
2018-03-23 11:19:21;176.54;12.31;21.056
2018-03-23 11:29:19;168.21;12.06;17.389
2018-03-23 11:39:17;144.71;12.27;18.675
2018-03-23 11:49:17;185.48;12.39;20.065
2018-03-23 11:59:15;149.39;12.46;19.93
2018-03-23 12:09:13;177.49;12.44;17.452
2018-03-23 12:19:13;191.57;12.37;18.137
2018-03-23 12:29:11;186.53;12.46;18.161
2018-03-23 12:39:10;186.44;12.08;18.076
2018-03-23 12:49:10;147.28;12.37;21.53
2018-03-23 12:59:06;160.11;12.4;18.105
2018-03-23 13:09:05;172.0;12.47;19.745
2018-03-23 13:19:04;107.96;12.35;21.771
2018-03-23 13:29:03;136.47;10.54;20.336
2018-03-23 13:39:01;183.98;12.2;21.664
2018-03-23 13:49:00;131.89;12.23;20.147
2018-03-23 13:58:58;149.79;12.21;19.413
2018-03-23 14:08:58;163.91;10.56;22.007
2018-03-23 14:18:56;109.31;12.52;22.089
2018-03-23 14:28:54;138.91;12.44;19.784
2018-03-23 14:38:53;171.16;12.26;23.582
2018-03-23 14:48:51;138.05;12.38;19.992
2018-03-23 14:58:50;103.05;12.4;18.588
2018-03-23 15:08:49;168.95;12.45;20.207
2018-03-23 15:18:49;163.91;12.03;20.998
2018-03-23 15:28:50;161.91;12.19;21.643
2018-03-23 15:38:46;149.54;12.19;20.337
2018-03-23 15:48:45;163.62;12.31;21.26
2018-03-23 15:58:44;133.0;12.51;21.942
2018-03-23 16:08:46;168.68;12.31;18.529
2018-03-23 16:18:43;114.27;12.44;19.312
2018-03-23 16:28:41;99.62;12.4;26.967
2018-03-23 16:38:40;51.12;12.31;26.442
2018-03-23 16:48:39;83.96;12.6;29.095
2018-03-23 16:58:37;66.26;12.38;22.696
2018-03-23 17:08:37;32.81;12.54;31.877
2018-03-23 17:18:36;52.84;12.26;30.226
2018-03-23 17:28:34;62.5;12.27;25.766
2018-03-23 17:38:34;51.27;12.38;25.764
2018-03-23 17:48:32;62.24;12.45;32.857
2018-03-23 17:58:32;23.94;12.45;42.558
2018-03-23 18:08:31;20.15;12.28;42.211
2018-03-23 18:18:30;25.99;12.0;38.457
2018-03-23 18:28:29;38.0;12.22;37.268
2018-03-23 18:38:27;43.46;12.31;33.277
2018-03-23 18:48:26;19.7;12.5;39.796
2018-03-23 18:58:25;25.76;12.17;37.507
2018-03-23 19:08:24;25.22;12.11;40.152
2018-03-23 19:18:23;15.79;12.45;29.853
2018-03-23 19:28:21;23.97;12.3;32.14
2018-03-23 19:38:24;24.77;12.03;31.471
2018-03-23 19:48:19;30.43;12.29;33.233
2018-03-23 19:58:19;32.44;12.2;24.933
2018-03-23 20:08:18;21.88;12.49;37.39
2018-03-23 20:18:16;19.91;12.37;44.023
2018-03-23 20:28:15;11.6;12.29;35.604
2018-03-23 20:38:17;10.7;12.11;45.724
2018-03-23 20:48:14;11.16;12.1;36.798
2018-03-23 20:58:16;8.39;12.29;44.386
2018-03-23 21:08:16;9.52;11.94;41.431
2018-03-23 21:18:17;7.59;12.12;47.1
2018-03-23 21:28:17;8.71;11.74;37.348
2018-03-23 21:38:17;8.96;11.96;46.006
2018-03-23 21:48:16;8.79;12.12;36.496
2018-03-23 21:58:17;9.17;12.06;75.855
2018-03-23 22:08:17;13.69;12.32;43.808
2018-03-23 22:18:18;10.6;11.87;22.754
2018-03-23 22:28:20;9.61;12.1;33.468
2018-03-23 22:38:21;15.95;12.41;39.791
2018-03-23 22:48:20;13.01;10.28;32.391
2018-03-23 22:58:17;15.38;12.11;35.321
2018-03-23 23:08:14;24.31;12.1;31.422
2018-03-23 23:18:16;21.19;12.37;37.787
2018-03-23 23:28:18;18.84;12.35;35.82
2018-03-23 23:38:17;21.84;12.19;34.445
2018-03-23 23:48:18;24.11;12.18;39.246
2018-03-23 23:58:18;61.12;12.16;33.827
2018-03-24 00:08:17;70.18;12.31;24.148
2018-03-24 00:18:17;39.1;12.3;26.969
2018-03-24 00:28:17;102.15;12.34;23.568
2018-03-24 00:38:17;67.03;12.2;19.799
2018-03-24 00:48:17;135.79;12.49;19.965
2018-03-24 00:58:17;156.77;12.37;23.295
2018-03-24 01:08:17;119.37;12.31;19.618
2018-03-24 01:18:18;163.28;12.16;20.214
2018-03-24 01:28:18;152.04;12.17;16.935
2018-03-24 01:38:17;177.05;12.09;18.519
2018-03-24 01:48:18;175.8;12.28;18.694
2018-03-24 01:58:18;170.18;12.21;18.246
2018-03-24 02:08:18;167.48;12.21;17.281
2018-03-24 02:18:18;174.31;12.22;17.477
2018-03-24 02:28:18;195.28;12.41;16.016
2018-03-24 02:38:18;185.53;12.33;16.079
2018-03-24 02:48:18;194.66;12.38;16.182
2018-03-24 02:58:19;188.67;12.26;17.66
2018-03-24 03:08:19;199.24;12.22;18.773
2018-03-24 03:18:18;194.09;12.4;17.108
2018-03-24 03:28:19;194.45;12.43;17.304
2018-03-24 03:38:19;194.88;12.47;17.331
2018-03-24 03:48:19;187.74;12.41;16.862
2018-03-24 03:58:19;197.7;12.11;18.476
2018-03-24 04:08:19;183.13;12.4;15.398
2018-03-24 04:18:19;192.29;12.33;16.469
2018-03-24 04:28:19;187.95;12.41;17.205
2018-03-24 04:38:20;185.55;12.5;20.743
2018-03-24 04:48:20;194.49;12.56;19.19
2018-03-24 04:58:20;195.86;12.08;16.289
2018-03-24 05:08:20;181.09;12.08;16.835
2018-03-24 05:18:20;194.99;12.29;18.408
2018-03-24 05:28:20;189.07;12.5;18.962
2018-03-24 05:38:20;183.1;12.41;18.519
2018-03-24 05:48:21;186.99;12.06;17.506
2018-03-24 05:58:22;193.42;12.41;15.999
2018-03-24 06:08:21;197.92;12.05;17.49
2018-03-24 06:18:21;182.79;12.1;17.558
2018-03-24 06:28:21;193.89;12.4;15.923
2018-03-24 06:38:21;197.06;12.27;18.056
2018-03-24 06:48:21;194.2;12.26;17.202
2018-03-24 06:58:21;193.89;12.41;17.024
2018-03-24 07:08:21;196.77;12.38;17.878
2018-03-24 07:18:21;192.27;12.19;14.325
2018-03-24 07:28:21;194.55;12.05;16.846
2018-03-24 07:38:21;188.0;12.44;18.465
2018-03-24 07:48:22;192.32;12.29;17.374
2018-03-24 07:58:22;186.29;12.31;18.377
2018-03-24 08:08:22;189.43;12.42;19.803
2018-03-24 08:18:22;179.77;12.13;18.965
2018-03-24 08:28:22;183.1;12.35;16.274
2018-03-24 08:38:23;181.25;12.32;18.498
2018-03-24 08:48:22;145.17;12.48;19.129
2018-03-24 08:58:23;178.31;12.0;19.702
2018-03-24 09:08:23;145.53;12.43;21.835
2018-03-24 09:18:25;92.17;12.14;22.142
2018-03-24 09:28:23;132.31;12.49;19.79
2018-03-24 09:38:23;165.82;12.33;19.502
2018-03-24 09:48:24;127.59;12.11;20.18
2018-03-24 09:58:24;135.52;12.07;21.089
2018-03-24 10:08:24;117.94;12.01;18.997
2018-03-24 10:18:22;124.48;12.32;21.374
2018-03-24 10:28:19;143.14;12.36;21.389
2018-03-24 10:38:16;137.32;12.36;20.567
2018-03-24 10:48:14;169.54;12.32;20.226
2018-03-24 10:58:11;95.2;12.26;18.202
2018-03-24 11:08:09;104.57;11.97;22.886
2018-03-24 11:18:06;117.62;12.46;19.518
2018-03-24 11:28:04;71.36;12.08;25.97
2018-03-24 11:38:01;51.39;12.16;27.474
2018-03-24 11:47:58;163.64;12.36;18.815
2018-03-24 11:57:56;159.04;12.29;18.872
2018-03-24 12:07:54;124.21;12.19;19.078
2018-03-24 12:17:56;134.02;12.29;18.568
2018-03-24 12:27:48;69.94;12.35;20.898
2018-03-24 12:37:46;114.09;12.41;20.351
2018-03-24 12:47:43;68.85;12.41;26.376
2018-03-24 12:57:41;65.14;12.49;28.329
2018-03-24 13:07:38;71.36;11.89;23.641
2018-03-24 13:17:35;86.13;12.44;17.433
2018-03-24 13:27:35;121.82;12.15;20.808
2018-03-24 13:37:38;53.66;12.18;20.337
2018-03-24 13:47:37;100.74;12.26;20.416
2018-03-24 13:57:39;101.08;12.38;21.222
2018-03-24 14:07:41;116.83;12.01;25.941
2018-03-24 14:17:43;64.36;12.43;24.221
2018-03-24 14:27:43;48.18;12.37;27.928
2018-03-24 14:37:46;50.21;12.26;32.364
2018-03-24 14:44:06;36.47;12.14;29.449
2018-03-24 14:54:14;31.85;12.14;37.652
2018-03-24 15:04:12;43.4;12.1;25.17
2018-03-24 15:14:23;31.06;12.14;22.941
2018-03-24 15:24:23;41.54;12.48;31.289
2018-03-24 15:34:25;122.4;12.31;25.195
2018-03-24 15:44:26;36.9;12.44;32.303
2018-03-24 15:54:28;52.63;12.05;26.955
2018-03-24 16:04:29;56.15;12.3;23.504
2018-03-24 16:14:31;29.19;12.1;31.313
2018-03-24 16:24:34;29.83;12.37;36.991
2018-03-24 16:34:37;31.98;12.29;35.138
2018-03-24 16:44:36;38.07;12.13;35.694
2018-03-24 16:54:39;30.84;12.25;35.556
2018-03-24 17:04:41;29.05;12.24;33.256
2018-03-24 17:14:42;30.09;12.37;31.795
2018-03-24 17:24:39;25.77;12.55;31.67
2018-03-24 17:34:41;34.46;12.03;27.922
2018-03-24 17:44:43;16.78;12.53;42.635
2018-03-24 17:54:44;16.9;12.39;39.475
2018-03-24 18:04:46;22.02;12.38;40.255
2018-03-24 18:14:43;21.73;12.63;36.501
2018-03-24 18:24:45;19.83;9.77;34.571
2018-03-24 18:34:54;16.02;10.44;33.082
2018-03-24 18:44:44;10.53;12.06;27.801
2018-03-24 18:54:44;19.66;8.18;39.09
2018-03-24 19:04:43;18.42;12.29;25.359
2018-03-24 19:14:47;12.4;11.86;45.758
2018-03-24 19:24:47;10.4;5.67;33.421
2018-03-24 19:34:54;8.87;8.17;49.156
2018-03-24 19:44:47;13.03;10.12;36.098
2018-03-24 19:54:43;14.08;12.1;36.254
2018-03-24 20:04:45;21.85;12.09;44.734
2018-03-24 20:14:45;14.64;11.2;39.795
2018-03-24 20:24:45;15.97;12.11;42.335
2018-03-24 20:34:45;14.69;12.03;34.119
2018-03-24 20:44:46;12.24;12.02;43.708
2018-03-24 20:54:46;17.31;12.25;37.911
2018-03-24 21:04:46;11.92;12.32;51.692
2018-03-24 21:14:49;8.75;11.99;55.244
2018-03-24 21:24:46;8.72;12.16;30.393
2018-03-24 21:34:43;9.51;11.9;37.746
2018-03-24 21:44:44;8.75;12.12;52.917
2018-03-24 21:54:38;9.38;12.06;39.618
2018-03-24 22:04:36;10.24;12.37;54.25
2018-03-24 22:14:34;7.22;12.11;44.797
2018-03-24 22:24:30;8.84;12.44;42.422
2018-03-24 22:34:32;11.7;12.39;35.685
2018-03-24 22:44:34;9.08;12.17;46.012
2018-03-24 22:54:36;11.14;12.11;38.526
2018-03-24 23:04:32;10.55;12.19;35.634
2018-03-24 23:14:30;9.82;12.18;27.819
2018-03-24 23:24:28;11.3;12.18;28.712
2018-03-24 23:34:25;14.15;11.58;25.419
2018-03-24 23:44:22;11.91;12.33;53.938
2018-03-24 23:54:19;14.29;12.52;41.7
2018-03-25 00:04:16;23.4;12.42;39.151
2018-03-25 00:14:14;19.52;12.28;44.031
2018-03-25 00:24:11;22.79;12.43;38.396
2018-03-25 00:34:08;24.1;12.36;40.886
2018-03-25 00:44:06;35.56;12.27;34.331
2018-03-25 00:54:04;28.98;12.43;40.273
2018-03-25 01:04:00;35.7;12.29;31.674
2018-03-25 01:14:02;46.97;12.46;30.677
2018-03-25 01:23:55;74.41;11.54;23.821
2018-03-25 01:33:53;67.24;12.19;28.472
2018-03-25 01:43:54;93.98;12.31;22.905
2018-03-25 01:53:51;180.92;12.32;20.083
2018-03-25 03:00:33;97.42;12.26;20.212
2018-03-25 03:10:30;142.03;11.99;15.313
2018-03-25 03:20:27;100.53;11.98;19.131
2018-03-25 03:30:24;136.6;12.1;20.608
2018-03-25 03:40:21;146.71;12.39;18.189
2018-03-25 03:50:19;166.88;12.33;19.633
2018-03-25 04:00:16;185.96;12.36;19.795
2018-03-25 04:10:13;188.87;12.22;17.598
2018-03-25 04:20:11;175.86;12.22;19.297
2018-03-25 04:30:11;150.33;12.26;16.454
2018-03-25 04:40:05;186.52;12.35;18.204
2018-03-25 04:50:03;188.55;12.2;19.08
2018-03-25 05:00:00;194.35;12.53;15.696
2018-03-25 05:09:58;190.86;12.31;16.013
2018-03-25 05:19:55;199.08;12.31;16.657
2018-03-25 05:29:53;195.54;12.31;18.603
2018-03-25 05:39:50;199.97;12.38;18.044
2018-03-25 05:49:48;189.59;12.07;17.879
2018-03-25 05:59:45;187.62;12.46;15.292
2018-03-25 06:09:43;196.4;12.21;17.543
2018-03-25 06:19:40;197.16;12.38;18.52
2018-03-25 06:29:38;196.13;12.29;16.881
2018-03-25 06:39:35;194.81;12.4;17.094
2018-03-25 06:49:32;172.81;12.34;17.106
2018-03-25 06:59:30;194.41;12.21;17.886
2018-03-25 07:09:27;200.08;12.39;20.14
2018-03-25 07:19:24;196.92;12.46;16.978
2018-03-25 07:29:22;174.96;12.31;17.603
2018-03-25 07:39:19;191.5;12.25;19.511
2018-03-25 07:49:17;195.49;12.29;17.415
2018-03-25 07:59:15;196.75;11.66;20.863
2018-03-25 08:09:12;198.01;12.52;17.016
2018-03-25 08:19:09;191.39;12.26;18.721
2018-03-25 08:29:07;181.72;12.04;20.701
2018-03-25 08:39:04;197.0;12.39;18.282
2018-03-25 08:49:02;190.27;12.54;19.221
2018-03-25 08:58:59;196.22;12.38;15.448
2018-03-25 09:08:58;188.97;12.23;19.251
2018-03-25 09:18:55;189.49;12.34;17.701
2018-03-25 09:28:52;190.93;12.22;17.632
2018-03-25 09:38:50;178.58;11.99;18.615
2018-03-25 09:48:47;198.51;12.18;20.775
2018-03-25 09:58:46;193.47;12.42;17.335
2018-03-25 10:08:43;194.35;12.33;19.58
2018-03-25 10:18:40;182.09;12.47;19.431
2018-03-25 10:28:38;127.43;12.46;23.093
2018-03-25 10:38:36;78.66;12.2;24.251
2018-03-25 10:48:33;117.52;12.39;25.923
2018-03-25 10:58:32;116.39;12.1;25.341
2018-03-25 11:08:28;141.84;12.57;21.355
2018-03-25 11:18:26;124.91;12.16;27.009
2018-03-25 11:28:24;107.87;12.16;21.494
2018-03-25 11:38:21;59.54;12.31;28.939
2018-03-25 11:48:19;62.52;12.24;27.794
2018-03-25 11:58:16;96.93;11.97;21.197
2018-03-25 12:08:14;29.21;12.27;36.707
2018-03-25 12:18:13;45.41;12.45;25.471
2018-03-25 12:28:09;88.74;12.28;25.746
2018-03-25 12:38:06;65.9;12.05;31.572
2018-03-25 12:48:05;33.55;12.19;31.342
2018-03-25 12:58:02;27.36;12.05;33.692
2018-03-25 13:07:59;35.8;12.38;31.338
2018-03-25 13:17:56;53.12;12.22;34.151
2018-03-25 13:27:58;25.8;12.15;36.956
2018-03-25 13:37:53;66.94;12.2;25.866
2018-03-25 13:47:49;63.15;12.44;23.361
2018-03-25 13:57:46;77.21;12.11;24.126
2018-03-25 14:07:49;28.97;12.37;30.629
2018-03-25 14:17:50;46.25;12.31;27.847
2018-03-25 14:27:52;61.2;12.34;24.4
2018-03-25 14:37:58;45.93;12.29;23.637
2018-03-25 14:47:55;86.88;12.27;22.349
2018-03-25 14:57:57;78.24;12.36;22.926
2018-03-25 15:07:58;39.74;10.49;36.418
2018-03-25 15:17:58;35.87;12.28;27.578
2018-03-25 15:27:55;41.39;12.04;32.116
2018-03-25 15:37:53;41.76;12.26;27.328
2018-03-25 15:47:51;63.77;8.76;42.729
2018-03-25 15:57:48;21.75;11.95;23.876
2018-03-25 16:07:45;24.68;12.28;31.533
2018-03-25 16:17:44;64.94;12.04;24.258
2018-03-25 16:27:40;39.57;12.23;24.177
2018-03-25 16:37:37;54.4;12.14;23.409
2018-03-25 16:47:37;35.86;11.86;31.53
2018-03-25 16:57:36;40.44;12.08;22.79
2018-03-25 17:07:37;27.09;12.58;34.785
2018-03-25 17:17:37;36.83;12.32;26.987
2018-03-25 17:27:40;20.81;12.05;29.469
2018-03-25 17:37:40;18.88;11.79;30.356
2018-03-25 17:47:40;22.13;12.31;48.788
2018-03-25 17:57:40;15.49;12.11;38.991
2018-03-25 18:07:41;15.5;12.12;47.548
2018-03-25 18:17:41;16.58;11.93;25.337
2018-03-25 18:27:40;15.96;12.14;37.942
2018-03-25 18:37:40;21.28;12.21;31.412
2018-03-25 18:47:41;10.19;12.21;45.823
2018-03-25 18:57:41;15.93;12.43;29.357
2018-03-25 19:07:42;13.12;12.31;32.185
2018-03-25 19:17:42;20.35;11.74;39.441
2018-03-25 19:27:44;10.07;11.84;41.153
2018-03-25 19:37:47;10.28;12.17;18.823
2018-03-25 19:47:49;8.89;12.31;46.991
2018-03-25 19:57:50;9.35;12.22;30.667
2018-03-25 20:07:52;8.78;12.69;37.772
2018-03-25 20:17:54;7.14;12.16;49.297
2018-03-25 20:27:56;6.86;12.04;52.915
2018-03-25 20:37:59;7.09;12.19;35.899
2018-03-25 20:47:59;7.11;9.42;48.602
2018-03-25 20:58:01;6.82;12.3;38.409
2018-03-25 21:08:03;6.11;12.23;45.92
2018-03-25 21:18:22;2.58;2.62;50.907
2018-03-25 21:28:08;4.53;8.15;58.936
2018-03-25 21:38:18;4.71;4.13;82.215
2018-03-25 21:48:14;4.66;9.11;44.077
2018-03-25 21:58:10;6.38;12.45;41.292
2018-03-25 22:08:13;6.5;8.91;41.889
2018-03-25 22:18:15;7.76;8.3;69.451
2018-03-25 22:28:17;5.86;12.41;59.74
2018-03-25 22:36:09;7.42;12.28;25.957
2018-03-25 22:46:11;7.72;11.84;37.157
2018-03-25 22:56:07;9.8;12.39;15.313
2018-03-25 23:06:06;9.76;12.09;29.065
2018-03-25 23:16:05;8.87;11.34;15.016
2018-03-25 23:26:01;9.54;12.29;15.059
2018-03-25 23:35:58;9.6;12.42;18.115
2018-03-25 23:46:07;13.71;11.95;14.33
2018-03-25 23:56:13;15.92;12.17;14.905
2018-03-26 00:06:10;12.93;11.87;26.514
2018-03-26 00:16:04;16.67;12.42;28.127
2018-03-26 00:26:04;16.98;11.21;60.113
2018-03-26 00:35:59;0.86;4.39;192.913
2018-03-26 00:45:52;3.21;2.71;112.607
2018-03-26 00:55:43;4.28;2.38;30.249
2018-03-26 01:05:37;37.17;8.54;33.434
2018-03-26 01:15:33;60.13;10.88;23.964
2018-03-26 01:25:31;88.96;10.73;21.089
2018-03-26 01:35:27;146.24;11.26;19.191
2018-03-26 01:45:26;143.84;11.49;21.535
2018-03-26 01:55:24;154.13;9.82;19.209
2018-03-26 02:05:20;167.12;12.34;17.531
2018-03-26 02:15:18;143.7;12.37;17.679
2018-03-26 02:25:15;185.39;12.51;18.52
2018-03-26 02:35:13;174.75;12.18;17.072
2018-03-26 02:45:10;178.42;12.26;17.393
2018-03-26 02:55:09;184.09;12.23;20.025
2018-03-26 03:05:05;187.27;12.39;19.297
2018-03-26 03:15:03;195.0;12.04;18.974
2018-03-26 03:25:00;120.73;12.32;16.67
2018-03-26 03:34:58;191.47;12.12;19.229
2018-03-26 03:44:55;190.19;12.14;18.408
2018-03-26 03:54:52;189.09;11.91;20.408
2018-03-26 04:04:50;193.82;12.46;18.138
2018-03-26 04:14:47;196.3;12.32;19.202
2018-03-26 04:24:45;196.84;12.08;18.046
2018-03-26 04:34:42;194.17;11.98;18.601
2018-03-26 04:44:40;91.53;12.27;18.49
2018-03-26 04:54:37;192.85;12.4;15.894
2018-03-26 05:04:39;188.4;12.15;19.144
2018-03-26 05:14:32;187.83;12.19;18.564
2018-03-26 05:24:29;197.77;12.09;18.0
2018-03-26 05:34:26;198.37;12.44;16.807
2018-03-26 05:44:24;188.55;12.24;18.858
2018-03-26 05:54:23;188.87;12.21;18.153
2018-03-26 06:04:19;197.09;12.65;19.654
2018-03-26 06:14:17;94.8;12.22;17.397
2018-03-26 06:24:14;197.17;12.08;15.683
2018-03-26 06:34:15;189.47;12.24;16.663
2018-03-26 06:44:09;187.36;11.94;17.13
2018-03-26 06:54:07;187.24;12.18;15.418
2018-03-26 07:04:04;85.71;12.0;16.768
2018-03-26 07:14:02;198.08;12.33;16.936
2018-03-26 07:24:04;194.51;12.25;18.206
2018-03-26 07:34:01;196.33;12.02;17.928
2018-03-26 07:44:03;194.07;12.21;16.029
2018-03-26 07:54:00;191.15;12.27;19.591
2018-03-26 08:03:58;198.04;12.21;19.424
2018-03-26 08:13:55;196.0;12.04;19.302
2018-03-26 08:23:57;186.76;12.18;19.156
2018-03-26 08:33:59;191.58;12.15;18.602
2018-03-26 08:43:56;189.2;12.38;18.17
2018-03-26 08:53:55;196.72;12.35;16.313
2018-03-26 09:03:53;192.55;12.33;16.946
